district,rooms,size,level,max_levels,price
Чиланзарский,2,42.0,4,4,31000.0
Учтепинский,3,70.0,1,4,54000.0
Чиланзарский,2,48.0,2,3,34000.0
Учтепинский,1,33.0,2,4,28000.0
Учтепинский,2,50.0,4,4,30000.0
Чиланзарский,1,30.0,2,4,28200.0
Учтепинский,4,73.0,1,5,65000.0
Мирабадский,3,90.0,3,4,118000.0
Мирзо-Улугбекский,3,131.0,1,8,150000.0
Чиланзарский,3,70.0,4,4,51000.0
Мирабадский,4,100.0,5,5,54500.0
Учтепинский,4,76.0,4,4,47500.0
Учтепинский,2,45.0,4,5,30000.0
Чиланзарский,1,38.0,1,4,28900.0
Чиланзарский,1,27.0,3,4,32000.0
Чиланзарский,5,117.0,1,4,95000.0
Чиланзарский,4,78.0,2,4,65000.0
Чиланзарский,2,50.0,3,5,36500.0
Чиланзарский,2,60.0,4,9,34500.0
Чиланзарский,1,40.0,1,4,27500.0
Чиланзарский,2,54.0,3,5,32000.0
Чиланзарский,3,65.0,4,4,38500.0
Чиланзарский,2,48.0,2,4,38000.0
Учтепинский,1,58.0,9,12,26000.0
Учтепинский,3,75.0,3,9,51500.0
Чиланзарский,1,32.0,4,4,27700.0
Учтепинский,3,72.0,1,9,60000.0
Чиланзарский,2,46.0,4,4,31000.0
Чиланзарский,3,78.0,3,5,58000.0
Учтепинский,3,80.0,3,4,55500.0
Учтепинский,4,108.0,3,3,70000.0
Чиланзарский,3,135.0,1,4,148000.0
Учтепинский,4,98.0,4,4,58000.0
Чиланзарский,2,47.0,1,4,33000.0
Учтепинский,4,80.0,5,5,53000.0
Чиланзарский,4,72.0,4,4,50000.0
Яшнободский,2,52.0,8,9,27000.0
Чиланзарский,4,98.0,3,9,84000.0
Учтепинский,4,92.0,3,4,59500.0
Учтепинский,3,72.0,8,9,40000.0
Учтепинский,4,80.0,1,4,47000.0
Учтепинский,3,70.0,5,5,44000.0
Учтепинский,3,70.0,9,9,44000.0
Учтепинский,2,50.0,4,4,35000.0
Чиланзарский,2,52.0,3,4,38900.0
Учтепинский,3,67.0,3,4,51000.0
Учтепинский,3,84.0,14,16,49000.0
Учтепинский,3,60.0,4,4,45000.0
Чиланзарский,1,33.0,3,4,24500.0
Учтепинский,4,120.0,1,4,110000.0
Учтепинский,2,61.0,6,9,37000.0
Учтепинский,2,50.0,1,4,52500.0
Учтепинский,3,70.0,4,4,47500.0
Учтепинский,3,70.0,4,4,41500.0
Чиланзарский,3,68.0,3,4,57500.0
Чиланзарский,3,65.0,1,4,43000.0
Чиланзарский,2,42.0,1,4,41500.0
Чиланзарский,3,110.0,3,9,78000.0
Чиланзарский,3,68.0,3,4,50000.0
Чиланзарский,2,45.0,4,4,32000.0
Чиланзарский,3,68.0,4,5,55000.0
Чиланзарский,3,65.0,1,4,48000.0
Чиланзарский,2,43.0,1,4,32000.0
Чиланзарский,2,54.0,3,4,45500.0
Чиланзарский,2,52.0,2,4,56500.0
Чиланзарский,2,63.0,2,5,46500.0
Мирабадский,4,135.0,3,9,105000.0
Учтепинский,4,90.0,5,5,46000.0
Учтепинский,4,90.0,3,5,58000.0
Учтепинский,3,92.0,9,9,47500.0
Чиланзарский,3,80.0,8,9,66000.0
Учтепинский,3,72.0,1,9,48000.0
Учтепинский,2,71.0,4,5,67000.0
Чиланзарский,3,76.0,5,5,49000.0
Чиланзарский,2,45.0,4,4,36500.0
Учтепинский,4,137.0,5,5,94000.0
Шайхантахурский,4,100.0,9,9,68000.0
Шайхантахурский,4,100.0,2,9,87000.0
Шайхантахурский,2,57.0,4,5,35000.0
Олмазорский,2,52.0,1,4,52500.0
Сергелийский,2,58.0,1,3,41000.0
Юнусабадский,1,42.0,1,4,53000.0
Учтепинский,2,28.0,1,4,43000.0
Чиланзарский,3,90.0,4,4,84000.0
Чиланзарский,3,64.0,2,4,46000.0
Чиланзарский,3,66.0,9,9,73500.0
Чиланзарский,2,55.0,4,4,43000.0
Учтепинский,2,40.0,2,4,35000.0
Учтепинский,2,47.0,3,4,32000.0
Учтепинский,2,53.0,4,4,31500.0
Учтепинский,2,52.0,2,4,35000.0
Учтепинский,2,45.0,1,4,35000.0
Учтепинский,2,50.0,4,4,37000.0
Учтепинский,2,43.0,2,5,37000.0
Чиланзарский,2,46.0,3,4,33000.0
Чиланзарский,2,48.0,2,4,38000.0
Чиланзарский,2,50.0,2,4,40000.0
Чиланзарский,2,45.0,3,4,42500.0
Учтепинский,4,80.0,1,5,65000.0
Чиланзарский,4,100.0,3,4,57000.0
Чиланзарский,4,80.0,4,4,51500.0
Чиланзарский,4,96.0,8,9,57500.0
Чиланзарский,4,90.0,9,9,53000.0
Чиланзарский,4,94.0,3,9,119000.0
Учтепинский,3,80.0,7,9,45000.0
Учтепинский,3,68.0,3,5,57000.0
Учтепинский,3,68.0,6,9,44000.0
Чиланзарский,3,110.0,4,4,78500.0
Учтепинский,3,65.0,4,5,53000.0
Учтепинский,2,33.0,8,9,23500.0
Учтепинский,2,40.0,7,9,22500.0
Учтепинский,2,56.0,5,5,34000.0
Учтепинский,2,42.0,1,5,31000.0
Чиланзарский,2,52.0,4,4,39000.0
Учтепинский,2,52.0,2,4,41000.0
Учтепинский,2,47.0,3,5,36000.0
Чиланзарский,2,40.0,4,4,35000.0
Чиланзарский,2,65.0,4,9,57200.0
Чиланзарский,3,69.0,3,4,44000.0
Яккасарайский,2,60.0,4,5,70000.0
Чиланзарский,3,65.0,1,4,49500.0
Чиланзарский,1,32.0,4,4,27500.0
Чиланзарский,3,70.0,3,5,51500.0
Чиланзарский,2,46.0,2,4,34500.0
Чиланзарский,3,67.0,2,4,44000.0
Яккасарайский,2,58.0,5,5,47000.0
Учтепинский,2,65.0,3,9,46000.0
Чиланзарский,1,30.0,2,4,26500.0
Учтепинский,2,45.0,4,4,31500.0
Учтепинский,2,58.0,3,9,35000.0
Мирзо-Улугбекский,2,62.0,1,9,57000.0
Учтепинский,2,58.0,10,12,36000.0
Чиланзарский,4,74.0,4,4,53000.0
Чиланзарский,4,98.0,9,9,53000.0
Чиланзарский,4,90.0,7,9,95000.0
Чиланзарский,4,73.0,3,4,66200.0
Чиланзарский,5,206.0,1,9,190000.0
Чиланзарский,3,58.0,2,4,40500.0
Учтепинский,3,66.0,2,5,67000.0
Чиланзарский,2,63.0,5,9,40300.0
Чиланзарский,3,65.0,4,4,41000.0
Чиланзарский,1,42.0,5,9,35000.0
Чиланзарский,1,20.0,3,9,14500.0
Чиланзарский,3,70.0,4,4,46500.0
Чиланзарский,3,70.0,5,5,40000.0
Учтепинский,3,63.0,4,4,40000.0
Учтепинский,4,120.0,1,4,93500.0
Чиланзарский,2,64.0,3,4,56500.0
Чиланзарский,2,43.0,2,4,39800.0
Учтепинский,1,33.0,3,4,23500.0
Чиланзарский,1,28.0,1,4,25500.0
Мирзо-Улугбекский,1,40.0,3,3,30000.0
Чиланзарский,4,85.0,9,9,68000.0
Чиланзарский,3,68.0,2,4,56000.0
Юнусабадский,2,60.0,3,9,48000.0
Чиланзарский,2,62.0,2,4,40000.0
Чиланзарский,2,69.0,5,9,59000.0
Учтепинский,3,90.0,7,9,52500.0
Учтепинский,3,55.0,2,4,43500.0
Чиланзарский,3,70.0,5,5,41000.0
Чиланзарский,1,38.0,3,4,31500.0
Чиланзарский,3,100.0,4,12,54000.0
Учтепинский,3,92.0,1,4,65000.0
Мирзо-Улугбекский,3,80.0,4,5,45000.0
Яшнободский,3,121.0,2,8,116001.0
Учтепинский,1,38.0,4,4,25000.0
Чиланзарский,2,63.0,7,9,45000.0
Чиланзарский,3,66.0,4,4,49000.0
Учтепинский,2,56.0,4,5,40000.0
Чиланзарский,3,70.0,1,9,61000.0
Учтепинский,2,60.0,5,5,34000.0
Чиланзарский,3,73.0,8,9,38200.0
Чиланзарский,3,65.0,2,4,44500.0
Учтепинский,2,54.0,5,9,38000.0
Чиланзарский,4,105.0,3,9,85000.0
Чиланзарский,5,128.0,1,9,85000.0
Чиланзарский,4,102.0,4,8,78500.0
Учтепинский,4,76.0,5,5,60500.0
Чиланзарский,1,30.0,4,5,27000.0
Чиланзарский,1,34.0,1,4,27000.0
Чиланзарский,2,42.0,2,4,34500.0
Учтепинский,5,100.0,4,4,54000.0
Чиланзарский,1,26.0,2,4,22500.0
Яшнободский,2,50.0,1,9,53000.0
Чиланзарский,3,80.0,7,9,45500.0
Учтепинский,4,80.0,5,5,52500.0
Учтепинский,2,63.0,1,4,37000.0
Учтепинский,4,80.0,4,5,66500.0
Чиланзарский,4,96.0,7,9,67000.0
Чиланзарский,3,72.0,5,5,41500.0
Чиланзарский,3,80.0,2,4,68000.0
Учтепинский,3,76.0,4,4,55500.0
Чиланзарский,3,70.0,5,5,39000.0
Чиланзарский,2,45.0,2,4,48000.0
Учтепинский,4,100.0,3,5,61500.0
Шайхантахурский,1,25.0,3,5,22000.0
Чиланзарский,2,60.0,9,9,59000.0
Учтепинский,3,62.0,5,5,48000.0
Чиланзарский,3,60.0,5,5,47000.0
Чиланзарский,3,72.0,9,9,36000.0
Учтепинский,4,80.0,4,5,51500.0
Чиланзарский,3,91.0,9,9,42200.0
Чиланзарский,2,80.0,9,9,75000.0
Яшнободский,2,46.0,1,5,25000.0
Юнусабадский,2,56.0,1,4,48000.0
Чиланзарский,2,45.0,4,4,45000.0
Чиланзарский,4,105.0,9,9,58000.0
Чиланзарский,3,72.0,8,9,44000.0
Учтепинский,3,90.0,1,12,51000.0
Чиланзарский,2,59.0,2,9,51000.0
Чиланзарский,2,58.0,7,9,36000.0
Чиланзарский,3,68.0,5,5,47000.0
Учтепинский,3,82.0,11,12,35000.0
Учтепинский,2,45.0,5,5,34000.0
Учтепинский,3,70.0,4,12,51000.0
Чиланзарский,3,90.0,5,9,58400.0
Яккасарайский,3,101.0,1,9,119000.0
Яшнободский,3,65.0,5,5,68000.0
Яккасарайский,2,40.0,3,4,40000.0
Чиланзарский,3,68.0,4,5,50000.0
Яшнободский,2,42.0,3,5,37000.0
Мирабадский,3,63.0,2,4,63000.0
Чиланзарский,2,55.0,1,4,39800.0
Учтепинский,2,48.0,4,5,29500.0
Учтепинский,5,107.0,4,4,68000.0
Чиланзарский,5,106.0,2,5,68000.0
Чиланзарский,3,74.0,3,5,50000.0
Чиланзарский,2,48.0,2,5,41500.0
Чиланзарский,4,140.0,3,9,81500.0
Чиланзарский,4,100.0,3,12,55000.0
Учтепинский,3,65.0,4,4,44000.0
Учтепинский,2,56.0,4,5,54000.0
Учтепинский,2,53.0,1,4,36000.0
Юнусабадский,4,100.0,4,4,72500.0
Учтепинский,3,98.0,2,4,68000.0
Чиланзарский,3,96.0,9,9,63000.0
Чиланзарский,4,93.0,4,4,63500.0
Чиланзарский,2,60.0,9,9,49500.0
Чиланзарский,5,82.0,4,4,72000.0
Учтепинский,5,120.0,9,9,52000.0
Учтепинский,4,80.0,6,9,59500.0
Чиланзарский,1,25.0,2,4,24000.0
Учтепинский,3,72.0,3,9,45000.0
Учтепинский,4,94.0,9,9,45000.0
Учтепинский,3,65.0,4,9,47500.0
Яшнободский,1,43.0,4,9,26900.0
Учтепинский,4,78.0,5,5,47300.0
Яккасарайский,4,185.0,4,8,168000.0
Чиланзарский,4,85.0,3,4,52500.0
Чиланзарский,4,72.0,4,4,55500.0
Мирзо-Улугбекский,4,130.0,4,4,95000.0
Чиланзарский,4,76.0,2,4,68000.0
Чиланзарский,4,80.0,3,4,54000.0
Учтепинский,2,48.0,4,4,31000.0
Чиланзарский,2,66.0,3,9,47000.0
Чиланзарский,2,46.0,4,5,37000.0
Учтепинский,1,42.0,5,5,26000.0
Учтепинский,4,110.0,3,3,91000.0
Чиланзарский,4,110.0,3,4,105000.0
Чиланзарский,3,70.0,4,4,39500.0
Чиланзарский,3,68.0,2,5,53500.0
Чиланзарский,3,60.0,3,5,47000.0
Чиланзарский,3,58.0,1,4,39000.0
Мирзо-Улугбекский,4,110.0,5,9,85000.0
Юнусабадский,4,90.0,2,4,72000.0
Яккасарайский,3,80.0,6,8,45000.0
Чиланзарский,1,30.0,2,4,25000.0
Мирабадский,3,72.0,1,2,40000.0
Олмазорский,3,71.0,2,9,41000.0
Яккасарайский,2,51.0,4,4,33500.0
Мирабадский,4,90.0,4,4,90000.0
Шайхантахурский,2,48.0,8,9,65000.0
Мирзо-Улугбекский,2,63.0,1,4,43500.0
Мирзо-Улугбекский,2,64.0,6,7,45000.0
Яккасарайский,3,72.0,3,8,94000.0
Яккасарайский,3,80.0,7,10,110000.0
Яшнободский,2,52.0,7,9,44500.0
Мирзо-Улугбекский,2,47.0,2,2,23000.0
Мирабадский,4,121.0,6,10,120000.0
Шайхантахурский,3,80.0,1,3,105000.0
Мирабадский,4,150.0,3,12,140000.0
Учтепинский,2,70.0,4,5,41500.0
Учтепинский,2,70.0,4,5,41500.0
Мирабадский,3,80.0,7,9,60000.0
Чиланзарский,2,37.0,1,4,41000.0
Чиланзарский,4,95.0,2,4,83000.0
Учтепинский,2,56.0,1,4,40500.0
Учтепинский,3,68.0,1,4,40000.0
Учтепинский,2,45.0,3,4,35000.0
Чиланзарский,3,68.0,3,5,48500.0
Учтепинский,4,80.0,3,4,52500.0
Мирзо-Улугбекский,2,46.0,4,4,38000.0
Юнусабадский,3,148.0,2,8,136000.0
Мирабадский,3,115.0,4,7,157550.0
Олмазорский,3,72.0,5,9,46000.0
Мирабадский,2,94.0,4,7,128780.0
Юнусабадский,3,58.0,1,4,36000.0
Юнусабадский,4,90.0,2,4,53000.0
Юнусабадский,4,176.0,6,8,167200.0
Мирзо-Улугбекский,2,115.0,4,5,93000.0
Яшнободский,4,92.0,4,4,54000.0
Яшнободский,2,46.0,1,3,29500.0
Юнусабадский,3,131.0,3,8,128000.0
Учтепинский,2,53.0,4,5,39500.0
Юнусабадский,3,65.0,3,4,76000.0
Мирзо-Улугбекский,1,38.0,4,4,21000.0
Мирзо-Улугбекский,3,79.0,4,5,53000.0
Мирзо-Улугбекский,2,46.0,4,4,30500.0
Яшнободский,5,133.0,4,9,79000.0
Сергелийский,3,80.0,3,7,50000.0
Яшнободский,2,62.0,8,9,29900.0
Чиланзарский,1,32.0,4,4,27500.0
Мирзо-Улугбекский,2,42.0,3,4,32000.0
Яшнободский,1,30.0,3,5,21000.0
Сергелийский,2,52.0,1,7,35000.0
Мирзо-Улугбекский,3,62.0,5,5,35000.0
Мирзо-Улугбекский,2,51.0,4,4,30000.0
Юнусабадский,2,72.0,9,9,42108.0
Мирзо-Улугбекский,2,50.0,1,5,31000.0
Мирзо-Улугбекский,2,60.0,3,5,30500.0
Мирзо-Улугбекский,2,48.0,4,4,28000.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
Яккасарайский,4,100.0,1,9,90000.0
Яшнободский,2,48.0,3,5,34000.0
Мирабадский,3,88.0,5,5,49000.0
Мирабадский,4,120.0,1,4,135000.0
Чиланзарский,2,50.0,1,4,35500.0
Мирзо-Улугбекский,2,55.0,2,4,35000.0
Мирзо-Улугбекский,5,100.0,4,4,48000.0
Чиланзарский,1,33.0,4,4,25000.0
Яккасарайский,2,78.0,1,4,85000.0
Юнусабадский,1,42.0,1,5,28500.0
Мирзо-Улугбекский,2,50.0,4,4,26500.0
Шайхантахурский,3,68.37,2,9,56000.0
Мирзо-Улугбекский,4,92.0,3,5,61000.0
Чиланзарский,2,63.0,1,5,45000.0
Чиланзарский,2,58.0,1,9,35000.0
Шайхантахурский,1,70.0,6,7,60000.0
Учтепинский,2,56.0,6,9,34500.0
Юнусабадский,1,50.0,7,9,37500.0
Мирабадский,1,43.0,4,8,52000.0
Мирабадский,2,53.0,9,10,48000.0
Юнусабадский,3,72.0,4,9,78000.0
Яккасарайский,3,105.0,5,9,135000.0
Сергелийский,2,42.0,5,7,35000.0
Яккасарайский,2,49.0,4,5,36000.0
Яшнободский,3,61.91,8,9,50027.0
Яшнободский,2,53.1,3,6,34326.0
Мирзо-Улугбекский,2,39.9,4,9,21823.0
Мирзо-Улугбекский,2,50.3,5,9,27511.0
Мирзо-Улугбекский,2,41.4,5,9,22379.0
Яшнободский,2,52.5,3,9,42423.0
Яшнободский,4,104.1,5,9,84119.0
Яшнободский,2,76.0,2,9,61413.0
Мирзо-Улугбекский,1,26.4,5,9,14439.0
Шайхантахурский,2,50.0,8,12,31000.0
Сергелийский,2,54.0,6,7,34075.0
Юнусабадский,3,78.0,4,5,43000.0
Чиланзарский,2,46.0,3,4,40000.0
Чиланзарский,2,54.0,2,4,39500.0
Чиланзарский,1,33.0,2,4,34000.0
Чиланзарский,3,62.0,2,4,52500.0
Чиланзарский,3,78.0,9,9,53500.0
Чиланзарский,2,55.0,4,4,36500.0
Учтепинский,3,72.0,5,5,42400.0
Учтепинский,4,80.0,1,4,55000.0
Учтепинский,4,100.0,1,4,87000.0
Чиланзарский,3,110.0,2,4,115000.0
Яккасарайский,1,43.0,5,16,36000.0
Чиланзарский,2,50.0,4,4,32000.0
Чиланзарский,4,94.0,9,9,60132.0
Чиланзарский,2,49.0,4,4,35000.0
Олмазорский,3,91.0,3,3,85000.0
Чиланзарский,3,72.0,4,9,43000.0
Чиланзарский,1,30.0,4,4,26500.0
Учтепинский,1,36.0,3,4,25500.0
Чиланзарский,4,110.0,3,9,84000.0
Учтепинский,2,90.0,2,5,65000.0
Шайхантахурский,3,72.0,2,5,40000.0
Яшнободский,2,70.0,5,9,50000.0
Учтепинский,2,48.0,5,5,31000.0
Учтепинский,4,86.0,2,5,66000.0
Учтепинский,3,72.0,1,9,48000.0
Учтепинский,4,90.0,3,5,48000.0
Учтепинский,3,84.0,6,9,53500.0
Чиланзарский,2,58.0,8,9,33500.0
Чиланзарский,2,54.0,2,5,43000.0
Чиланзарский,2,65.0,5,12,42500.0
Чиланзарский,2,63.0,5,9,66000.0
Учтепинский,1,32.0,4,4,23000.0
Чиланзарский,1,39.0,4,4,26000.0
Яккасарайский,2,51.0,1,5,60000.0
Яккасарайский,6,145.0,1,9,142000.0
Шайхантахурский,3,80.0,6,9,48000.0
Шайхантахурский,3,95.0,6,9,78000.0
Шайхантахурский,2,48.0,8,9,69000.0
Чиланзарский,3,75.0,2,9,66000.0
Учтепинский,4,85.0,5,5,45000.0
Учтепинский,2,52.0,5,5,35000.0
Учтепинский,2,62.0,1,5,53000.0
Учтепинский,4,100.0,9,9,52000.0
Яшнободский,2,50.0,2,4,28500.0
Чиланзарский,2,43.0,3,9,22000.0
Мирабадский,2,70.0,4,9,55000.0
